date,appointments_x,unique_patients,unique_doctors,avg_complexity,doctor_load,estimated_wait_minutes,day_of_week_x,appointments_y,booked_doctors,scheduled_doctors,available_doctors,on_leave_doctors,total_doctors,workload_score_x,doctor_utilization_rate,day_of_week_y,appointments,workload_score_y,scheduled_nurses,assigned_nurses,available_nurses,on_leave_nurses,total_nurses,nurse_utilization_rate,total_beds,occupied_beds,available_beds,reserved_beds,bed_occupancy_rate
2020-05-29,12,12,4,1.3416666666666666,3.0,51.8,Friday,12,3,6,5,1,22,15.7,0.5,Friday,12,19.0,18,14,4,3,34,0.778,48,28,20,3,0.583
2020-05-30,6,6,5,1.3166666666666667,1.2,43.5,Saturday,6,2,8,8,2,22,12.2,0.25,Saturday,6,8.5,15,6,9,1,34,0.4,48,28,20,3,0.583
2020-05-31,15,15,6,1.4666666666666666,2.5,45.2,Sunday,15,4,9,8,1,22,23.0,0.444,Sunday,15,25.1,18,15,3,1,34,0.833,48,30,18,4,0.625
2020-06-01,20,20,9,1.475,2.22,48.7,Monday,20,5,10,9,1,22,27.3,0.5,Monday,20,35.1,21,21,0,1,34,1.0,48,30,18,3,0.625
2020-06-02,18,18,8,1.3888888888888888,2.25,41.8,Tuesday,18,5,10,9,1,22,26.0,0.5,Tuesday,18,27.7,19,16,3,4,34,0.842,48,31,17,2,0.646
2020-06-03,14,14,7,1.4714285714285715,2.0,43.4,Wednesday,14,4,9,8,2,22,19.5,0.444,Wednesday,14,22.3,20,15,5,2,34,0.75,48,29,19,4,0.604
2020-06-04,22,22,9,1.4318181818181819,2.44,45.5,Thursday,22,6,10,8,0,22,32.0,0.6,Thursday,22,34.3,22,21,1,1,34,0.955,48,31,17,4,0.646
2020-06-05,16,16,8,1.2,2.0,48.6,Friday,16,4,8,7,2,22,25.2,0.5,Friday,16,26.5,21,16,5,3,34,0.762,48,29,19,2,0.604
2020-06-06,9,9,6,1.3222222222222222,1.5,48.3,Saturday,9,3,8,8,0,22,13.7,0.375,Saturday,9,14.7,16,10,6,4,34,0.625,48,28,20,2,0.583
2020-06-07,5,5,4,1.16,1.25,30.4,Sunday,5,2,7,7,2,22,10.1,0.286,Sunday,5,7.2,14,7,7,3,34,0.5,48,30,18,3,0.625
2020-06-08,20,20,7,1.395,2.86,50.0,Monday,20,5,8,7,0,22,27.9,0.625,Monday,20,35.5,21,20,1,2,34,0.952,48,33,15,2,0.688
2020-06-09,22,22,8,1.4318181818181819,2.75,61.9,Tuesday,22,6,9,7,0,22,32.8,0.667,Tuesday,22,32.5,25,25,0,1,34,1.0,48,34,14,3,0.708
2020-06-10,15,14,8,1.4933333333333332,1.88,52.4,Wednesday,15,4,10,9,0,22,19.0,0.4,Wednesday,15,24.2,21,17,4,4,34,0.81,48,28,20,2,0.583
2020-06-11,14,14,7,1.3642857142857143,2.0,47.8,Thursday,14,4,9,8,1,22,21.2,0.444,Thursday,14,23.6,18,14,4,1,34,0.778,48,26,22,2,0.542
2020-06-12,12,12,7,1.45,1.71,42.3,Friday,12,3,9,8,0,22,13.9,0.333,Friday,12,18.5,19,11,8,4,34,0.579,48,30,18,3,0.625
2020-06-13,15,15,6,1.3866666666666667,2.5,46.3,Saturday,15,4,9,8,1,22,19.1,0.444,Saturday,15,24.9,20,14,6,1,34,0.7,48,32,16,3,0.667
2020-06-14,9,9,6,1.3555555555555554,1.5,39.1,Sunday,9,3,7,7,2,22,15.1,0.429,Sunday,9,15.1,15,10,5,1,34,0.667,48,30,18,2,0.625
2020-06-15,18,18,7,1.6277777777777778,2.57,49.8,Monday,18,5,10,9,0,22,28.0,0.5,Monday,18,30.9,22,18,4,2,34,0.818,48,31,17,2,0.646
2020-06-16,14,14,5,1.4785714285714284,2.8,57.5,Tuesday,14,4,7,6,1,22,19.6,0.571,Tuesday,14,24.5,18,16,2,1,34,0.889,48,34,14,3,0.708
2020-06-17,19,19,8,1.4578947368421051,2.38,48.4,Wednesday,19,5,9,8,2,22,27.3,0.556,Wednesday,19,30.2,20,19,1,1,34,0.95,48,32,16,3,0.667
2020-06-18,20,20,9,1.6300000000000001,2.22,50.1,Thursday,20,5,10,9,1,22,29.2,0.5,Thursday,20,33.8,21,20,1,1,34,0.952,48,32,16,2,0.667
2020-06-19,12,12,8,1.3833333333333335,1.5,51.5,Friday,12,3,9,8,2,22,16.8,0.333,Friday,12,22.1,19,13,6,3,34,0.684,48,31,17,2,0.646
2020-06-20,4,4,3,1.3,1.33,38.8,Saturday,4,1,7,7,1,22,4.9,0.143,Saturday,4,7.0,14,3,11,4,34,0.214,48,27,21,3,0.562
2020-06-21,7,7,4,1.2571428571428573,1.75,42.2,Sunday,7,2,7,7,0,22,10.3,0.286,Sunday,7,10.6,14,7,7,1,34,0.5,48,30,18,2,0.625
2020-06-22,19,19,7,1.3631578947368421,2.71,56.6,Monday,19,5,9,8,1,22,27.0,0.556,Monday,19,29.5,21,21,0,3,34,1.0,48,33,15,3,0.688
2020-06-23,18,18,7,1.5833333333333333,2.57,55.4,Tuesday,18,5,9,8,1,22,25.8,0.556,Tuesday,18,30.2,18,18,0,2,34,1.0,48,32,16,2,0.667
2020-06-24,19,19,8,1.3473684210526315,2.38,50.6,Wednesday,19,5,9,8,0,22,30.1,0.556,Wednesday,19,29.1,20,20,0,2,34,1.0,48,29,19,4,0.604
2020-06-25,19,19,10,1.3,1.9,37.2,Thursday,19,5,10,9,2,22,27.8,0.5,Thursday,19,29.6,22,20,2,2,34,0.909,48,30,18,2,0.625
2020-06-26,15,15,7,1.4733333333333334,2.14,56.0,Friday,15,4,8,7,0,22,20.8,0.5,Friday,15,24.5,20,13,7,4,34,0.65,48,35,13,2,0.729
2020-06-27,12,12,6,1.2,2.0,47.4,Saturday,12,3,9,8,0,22,16.1,0.333,Saturday,12,17.8,19,13,6,3,34,0.684,48,28,20,2,0.583
2020-06-28,8,8,6,1.2625,1.33,41.7,Sunday,8,2,8,8,0,22,11.5,0.25,Sunday,8,12.8,17,9,8,3,34,0.529,48,28,20,2,0.583
2020-06-29,23,23,10,1.3521739130434782,2.3,53.3,Monday,23,6,11,9,2,22,35.2,0.545,Monday,23,38.5,25,25,0,4,34,1.0,48,31,17,3,0.646
2020-06-30,15,15,8,1.5199999999999998,1.88,50.0,Tuesday,15,4,9,8,1,22,21.1,0.444,Tuesday,15,22.1,18,17,1,3,34,0.944,48,32,16,2,0.667
2020-07-01,14,13,8,1.657142857142857,1.75,44.6,Wednesday,14,4,10,9,2,22,20.3,0.4,Wednesday,14,23.1,19,14,5,1,34,0.737,48,32,16,4,0.667
2020-07-02,12,12,7,1.4166666666666667,1.71,51.3,Thursday,12,3,9,8,1,22,18.3,0.333,Thursday,12,20.4,17,14,3,1,34,0.824,48,28,20,2,0.583
2020-07-03,14,14,8,1.3714285714285714,1.75,41.0,Friday,14,4,9,8,0,22,18.7,0.444,Friday,14,24.7,20,14,6,2,34,0.7,48,28,20,2,0.583
2020-07-04,5,5,3,1.2,1.67,33.3,Saturday,5,2,7,7,1,22,5.6,0.286,Saturday,5,8.2,16,6,10,1,34,0.375,48,30,18,2,0.625
2020-07-05,6,6,5,1.3166666666666667,1.2,36.9,Sunday,6,2,6,6,0,22,7.1,0.333,Sunday,6,9.5,18,6,12,3,34,0.333,48,28,20,3,0.583
2020-07-06,18,18,8,1.6555555555555554,2.25,44.6,Monday,18,5,10,9,1,22,26.9,0.5,Monday,18,28.3,19,19,0,2,34,1.0,48,32,16,4,0.667
2020-07-07,13,13,9,1.4923076923076921,1.44,42.7,Tuesday,13,4,9,8,0,22,19.9,0.444,Tuesday,13,19.3,20,13,7,1,34,0.65,48,31,17,3,0.646
2020-07-08,14,14,7,1.4285714285714286,2.0,43.1,Wednesday,14,4,9,8,2,22,20.4,0.444,Wednesday,14,24.7,19,17,2,2,34,0.895,48,28,20,2,0.583
2020-07-09,22,22,10,1.4545454545454546,2.2,48.8,Thursday,22,6,10,8,1,22,30.5,0.6,Thursday,22,35.7,21,21,0,4,34,1.0,48,30,18,2,0.625
2020-07-10,12,12,6,1.4333333333333333,2.0,44.8,Friday,12,3,10,9,0,22,17.8,0.3,Friday,12,19.3,19,14,5,4,34,0.737,48,30,18,2,0.625
2020-07-11,9,9,5,1.2555555555555555,1.8,44.1,Saturday,9,3,8,8,2,22,12.8,0.375,Saturday,9,14.5,17,12,5,4,34,0.706,48,32,16,3,0.667
2020-07-12,7,7,3,1.3714285714285714,2.33,45.4,Sunday,7,2,8,8,1,22,11.1,0.25,Sunday,7,10.7,17,5,12,4,34,0.294,48,32,16,4,0.667
2020-07-13,14,14,7,1.2357142857142858,2.0,42.4,Monday,14,4,9,8,0,22,22.0,0.444,Monday,14,21.5,18,13,5,3,34,0.722,48,30,18,2,0.625
2020-07-14,21,21,11,1.4761904761904763,1.91,39.0,Tuesday,21,6,11,10,1,22,29.9,0.545,Tuesday,21,33.3,20,20,0,4,34,1.0,48,27,21,3,0.562
2020-07-15,15,15,9,1.4466666666666665,1.67,44.5,Wednesday,15,4,9,8,0,22,22.1,0.444,Wednesday,15,22.6,19,16,3,4,34,0.842,48,29,19,2,0.604
2020-07-16,16,15,6,1.60625,2.67,56.5,Thursday,16,4,9,8,2,22,24.2,0.444,Thursday,16,25.3,17,17,0,3,34,1.0,48,29,19,2,0.604
2020-07-17,18,18,8,1.6055555555555554,2.25,52.2,Friday,18,5,8,7,1,22,25.8,0.625,Friday,18,28.1,21,16,5,2,34,0.762,48,28,20,3,0.583
2020-07-18,10,10,7,1.1800000000000002,1.43,36.4,Saturday,10,3,10,10,2,22,13.8,0.3,Saturday,10,15.7,16,12,4,4,34,0.75,48,33,15,2,0.688
2020-07-19,6,6,4,1.5666666666666667,1.5,43.9,Sunday,6,2,8,8,2,22,11.5,0.25,Sunday,6,7.0,16,10,6,2,34,0.625,48,30,18,2,0.625
2020-07-20,23,23,9,1.4956521739130435,2.56,49.0,Monday,23,6,11,9,2,22,32.8,0.545,Monday,23,39.0,22,22,0,1,34,1.0,48,32,16,3,0.667
2020-07-21,24,24,11,1.4208333333333334,2.18,45.5,Tuesday,24,6,12,10,1,22,33.4,0.5,Tuesday,24,38.6,23,23,0,1,34,1.0,48,35,13,2,0.729
2020-07-22,16,16,9,1.38125,1.78,35.5,Wednesday,16,4,10,9,0,22,24.5,0.4,Wednesday,16,24.9,17,17,0,3,34,1.0,48,30,18,2,0.625
2020-07-23,11,11,6,1.2636363636363637,1.83,44.3,Thursday,11,3,8,7,1,22,14.7,0.375,Thursday,11,16.9,18,10,8,1,34,0.556,48,29,19,3,0.604
2020-07-24,15,15,6,1.52,2.5,51.5,Friday,15,4,9,8,1,22,22.6,0.444,Friday,15,26.7,20,16,4,1,34,0.8,48,33,15,3,0.688
2020-07-25,3,3,3,1.3333333333333333,1.0,37.8,Saturday,3,1,7,7,0,22,4.5,0.143,Saturday,3,3.9,15,6,9,1,34,0.4,48,28,20,3,0.583
2020-07-26,4,4,3,1.35,1.33,48.6,Sunday,4,1,7,7,2,22,7.3,0.143,Sunday,4,8.5,17,4,13,3,34,0.235,48,29,19,2,0.604
2020-07-27,24,23,9,1.425,2.67,47.2,Monday,24,6,10,8,2,22,35.7,0.6,Monday,24,37.4,21,21,0,2,34,1.0,48,32,16,2,0.667
2020-07-28,9,9,5,1.2111111111111112,1.8,47.8,Tuesday,9,3,8,8,1,22,12.0,0.375,Tuesday,9,15.5,15,11,4,3,34,0.733,48,31,17,3,0.646
2020-07-29,9,9,5,1.1444444444444446,1.8,44.2,Wednesday,9,3,7,7,2,22,13.0,0.429,Wednesday,9,15.5,18,11,7,3,34,0.611,48,30,18,2,0.625
2020-07-30,12,12,7,1.5166666666666666,1.71,41.7,Thursday,12,3,10,9,2,22,18.2,0.3,Thursday,12,21.6,17,11,6,4,34,0.647,48,27,21,2,0.562
2020-07-31,15,15,7,1.4,2.14,50.6,Friday,15,4,9,8,0,22,24.3,0.444,Friday,15,24.5,17,15,2,1,34,0.882,48,28,20,3,0.583
2020-08-01,5,5,4,1.46,1.25,39.6,Saturday,5,2,8,8,1,22,5.1,0.25,Saturday,5,7.5,15,4,11,2,34,0.267,48,30,18,4,0.625
2020-08-02,4,4,3,1.125,1.33,39.2,Sunday,4,1,8,8,2,22,7.8,0.125,Sunday,4,8.6,17,4,13,3,34,0.235,48,29,19,3,0.604
2020-08-03,14,14,7,1.4142857142857144,2.0,42.8,Monday,14,4,9,8,1,22,21.6,0.444,Monday,14,23.8,17,16,1,2,34,0.941,48,34,14,2,0.708
2020-08-04,12,12,6,1.4000000000000001,2.0,44.6,Tuesday,12,3,9,8,2,22,19.3,0.333,Tuesday,12,16.1,21,11,10,1,34,0.524,48,31,17,3,0.646
2020-08-05,17,17,9,1.3882352941176472,1.89,39.9,Wednesday,17,5,10,9,1,22,24.3,0.5,Wednesday,17,30.0,19,19,0,1,34,1.0,48,29,19,2,0.604
2020-08-06,13,13,7,1.3461538461538463,1.86,47.2,Thursday,13,4,9,8,0,22,16.4,0.444,Thursday,13,19.4,18,14,4,2,34,0.778,48,30,18,2,0.625
2020-08-07,10,10,6,1.38,1.67,50.4,Friday,10,3,9,9,1,22,15.7,0.333,Friday,10,17.2,16,14,2,2,34,0.875,48,32,16,3,0.667
2020-08-08,7,7,5,1.3857142857142857,1.4,38.1,Saturday,7,2,9,9,1,22,12.9,0.222,Saturday,7,11.3,16,8,8,1,34,0.5,48,27,21,3,0.562
2020-08-09,3,3,2,1.2333333333333334,1.5,41.6,Sunday,3,1,8,8,2,22,5.5,0.125,Sunday,3,-0.5,15,3,12,2,34,0.2,48,30,18,2,0.625
2020-08-10,11,11,8,1.2909090909090908,1.38,37.2,Monday,11,3,8,7,0,22,13.1,0.375,Monday,11,20.5,16,12,4,3,34,0.75,48,33,15,2,0.688
2020-08-11,15,15,8,1.4133333333333333,1.88,38.0,Tuesday,15,4,10,9,0,22,21.6,0.4,Tuesday,15,25.8,22,15,7,4,34,0.682,48,34,14,4,0.708
2020-08-12,18,18,9,1.5388888888888888,2.0,45.6,Wednesday,18,5,9,8,0,22,25.8,0.556,Wednesday,18,28.2,19,16,3,3,34,0.842,48,30,18,3,0.625
2020-08-13,19,19,7,1.2842105263157895,2.71,51.2,Thursday,19,5,10,9,1,22,28.1,0.5,Thursday,19,34.6,20,20,0,1,34,1.0,48,29,19,2,0.604
2020-08-14,13,13,8,1.4692307692307693,1.62,47.0,Friday,13,4,9,8,2,22,18.6,0.444,Friday,13,20.5,19,13,6,3,34,0.684,48,29,19,3,0.604
2020-08-15,5,5,4,1.28,1.25,41.2,Saturday,5,2,7,7,1,22,7.2,0.286,Saturday,5,7.7,18,3,15,1,34,0.167,48,31,17,2,0.646
2020-08-16,4,4,3,1.625,1.33,42.5,Sunday,4,1,7,7,2,22,5.9,0.143,Sunday,4,5.7,17,4,13,1,34,0.235,48,34,14,2,0.708
2020-08-17,17,17,7,1.4176470588235295,2.43,51.8,Monday,17,5,9,8,2,22,23.8,0.556,Monday,17,28.4,18,15,3,3,34,0.833,48,33,15,2,0.688
2020-08-18,20,20,7,1.3699999999999999,2.86,46.4,Tuesday,20,5,9,8,1,22,26.5,0.556,Tuesday,20,33.0,21,20,1,2,34,0.952,48,34,14,2,0.708
2020-08-19,11,11,5,1.2545454545454546,2.2,58.5,Wednesday,11,3,7,6,1,22,15.3,0.429,Wednesday,11,17.5,15,12,3,2,34,0.8,48,29,19,2,0.604
2020-08-20,22,22,9,1.3909090909090909,2.44,42.6,Thursday,22,6,10,8,0,22,32.9,0.6,Thursday,22,34.6,22,22,0,4,34,1.0,48,31,17,3,0.646
2020-08-21,15,15,8,1.26,1.88,49.7,Friday,15,4,9,8,2,22,21.0,0.444,Friday,15,25.6,17,15,2,1,34,0.882,48,29,19,2,0.604
2020-08-22,7,7,5,1.4857142857142858,1.4,36.8,Saturday,7,2,9,9,2,22,11.1,0.222,Saturday,7,10.1,15,7,8,1,34,0.467,48,27,21,4,0.562
2020-08-23,7,7,4,1.4285714285714286,1.75,43.9,Sunday,7,2,8,8,2,22,10.0,0.25,Sunday,7,12.3,16,6,10,3,34,0.375,48,28,20,3,0.583
2020-08-24,15,15,7,1.4466666666666665,2.14,52.6,Monday,15,4,7,6,2,22,22.8,0.571,Monday,15,24.5,20,16,4,2,34,0.8,48,36,12,3,0.75
2020-08-25,14,14,7,1.6285714285714286,2.0,54.3,Tuesday,14,4,10,9,1,22,19.5,0.4,Tuesday,14,18.6,18,15,3,4,34,0.833,48,33,15,4,0.688
2020-08-26,17,17,8,1.3705882352941177,2.12,46.5,Wednesday,17,5,9,8,0,22,27.3,0.556,Wednesday,17,27.4,21,16,5,1,34,0.762,48,29,19,3,0.604
2020-08-27,13,13,6,1.4307692307692306,2.17,45.0,Thursday,13,4,9,8,2,22,18.2,0.444,Thursday,13,19.2,19,14,5,2,34,0.737,48,30,18,3,0.625
2020-08-28,17,17,8,1.2705882352941178,2.12,41.9,Friday,17,5,9,8,1,22,25.3,0.556,Friday,17,27.6,20,18,2,1,34,0.9,48,33,15,3,0.688
2020-08-29,9,9,4,1.322222222222222,2.25,45.7,Saturday,9,3,8,8,2,22,12.8,0.375,Saturday,9,15.1,16,9,7,1,34,0.562,48,27,21,4,0.562
2020-08-30,6,6,5,1.3666666666666665,1.2,35.5,Sunday,6,2,8,8,2,22,8.4,0.25,Sunday,6,11.9,18,10,8,2,34,0.556,48,30,18,3,0.625
2020-08-31,20,20,8,1.46,2.5,56.8,Monday,20,5,10,9,0,22,27.6,0.5,Monday,20,32.6,20,20,0,3,34,1.0,48,34,14,2,0.708
2020-09-01,16,16,8,1.31875,2.0,41.3,Tuesday,16,4,10,9,1,22,20.8,0.4,Tuesday,16,26.3,21,16,5,1,34,0.762,48,34,14,2,0.708
2020-09-02,18,18,10,1.4333333333333331,1.8,38.6,Wednesday,18,5,10,9,1,22,28.4,0.5,Wednesday,18,27.7,22,18,4,4,34,0.818,48,34,14,2,0.708
2020-09-03,22,22,9,1.3681818181818182,2.44,46.9,Thursday,22,6,11,9,1,22,31.7,0.545,Thursday,22,34.5,22,22,0,3,34,1.0,48,34,14,3,0.708
2020-09-04,18,18,10,1.5944444444444443,1.8,52.7,Friday,18,5,10,9,0,22,22.7,0.5,Friday,18,30.9,21,20,1,2,34,0.952,48,34,14,3,0.708
2020-09-05,12,12,7,1.4833333333333334,1.71,40.7,Saturday,12,3,9,8,0,22,16.3,0.333,Saturday,12,18.1,14,12,2,4,34,0.857,48,30,18,2,0.625
2020-09-06,4,4,3,1.4249999999999998,1.33,42.3,Sunday,4,1,6,6,1,22,4.2,0.167,Sunday,4,5.5,15,3,12,2,34,0.2,48,30,18,2,0.625
2020-09-07,16,16,10,1.61875,1.6,46.8,Monday,16,4,10,9,0,22,25.1,0.4,Monday,16,25.4,21,16,5,1,34,0.762,48,38,10,4,0.792
2020-09-08,27,27,10,1.414814814814815,2.7,47.5,Tuesday,27,7,10,8,0,22,39.8,0.7,Tuesday,27,46.2,24,24,0,4,34,1.0,48,32,16,2,0.667
2020-09-09,16,16,7,1.28125,2.29,47.8,Wednesday,16,4,10,9,0,22,22.3,0.4,Wednesday,16,24.4,18,14,4,1,34,0.778,48,35,13,3,0.729
2020-09-10,20,20,7,1.4300000000000002,2.86,54.1,Thursday,20,5,9,8,2,22,30.6,0.556,Thursday,20,35.7,20,20,0,4,34,1.0,48,34,14,3,0.708
2020-09-11,15,15,6,1.3733333333333335,2.5,52.4,Friday,15,4,8,7,0,22,22.0,0.5,Friday,15,26.8,16,16,0,4,34,1.0,48,36,12,3,0.75
2020-09-12,13,13,9,1.6538461538461537,1.44,46.0,Saturday,13,4,10,9,1,22,20.1,0.4,Saturday,13,23.1,19,14,5,4,34,0.737,48,33,15,2,0.688
2020-09-13,15,15,7,1.4866666666666668,2.14,45.1,Sunday,15,4,8,7,0,22,22.2,0.5,Sunday,15,23.2,17,17,0,2,34,1.0,48,36,12,3,0.75
2020-09-14,26,26,9,1.2269230769230768,2.89,51.2,Monday,26,7,12,10,1,22,39.0,0.583,Monday,26,41.3,24,24,0,3,34,1.0,48,39,9,3,0.812
2020-09-15,30,30,11,1.3666666666666667,2.73,51.9,Tuesday,30,8,11,9,0,22,44.4,0.727,Tuesday,30,47.4,25,25,0,4,34,1.0,48,34,14,2,0.708
2020-09-16,17,17,8,1.3529411764705883,2.12,57.2,Wednesday,17,5,9,8,0,22,23.1,0.556,Wednesday,17,28.9,19,19,0,1,34,1.0,48,31,17,4,0.646
2020-09-17,23,23,9,1.4565217391304348,2.56,45.8,Thursday,23,6,10,8,1,22,33.9,0.6,Thursday,23,37.0,22,22,0,2,34,1.0,48,33,15,3,0.688
2020-09-18,22,22,9,1.3818181818181818,2.44,49.0,Friday,22,6,9,7,2,22,32.1,0.667,Friday,22,35.4,21,21,0,2,34,1.0,48,31,17,3,0.646
2020-09-19,13,13,6,1.323076923076923,2.17,47.5,Saturday,13,4,9,8,0,22,20.6,0.444,Saturday,13,20.1,19,14,5,3,34,0.737,48,29,19,3,0.604
2020-09-20,8,8,5,1.5125,1.6,39.4,Sunday,8,2,7,7,1,22,10.0,0.286,Sunday,8,14.1,15,11,4,3,34,0.733,48,28,20,2,0.583
2020-09-21,30,30,9,1.4466666666666665,3.33,61.0,Monday,30,8,11,9,2,22,43.9,0.727,Monday,30,48.2,25,25,0,4,34,1.0,48,34,14,3,0.708
2020-09-22,22,22,10,1.4363636363636365,2.2,44.3,Tuesday,22,6,11,9,1,22,32.9,0.545,Tuesday,22,33.1,19,19,0,2,34,1.0,48,35,13,2,0.729
2020-09-23,23,23,10,1.2347826086956522,2.3,47.1,Wednesday,23,6,10,8,2,22,33.9,0.6,Wednesday,23,36.9,19,19,0,1,34,1.0,48,35,13,3,0.729
2020-09-24,18,18,6,1.3277777777777777,3.0,49.7,Thursday,18,5,8,7,0,22,27.1,0.625,Thursday,18,27.4,20,18,2,1,34,0.9,48,35,13,4,0.729
2020-09-25,18,18,7,1.5555555555555556,2.57,47.0,Friday,18,5,10,9,2,22,25.7,0.5,Friday,18,26.3,20,20,0,4,34,1.0,48,33,15,3,0.688
2020-09-26,12,12,7,1.2833333333333332,1.71,40.8,Saturday,12,3,9,8,0,22,14.3,0.333,Saturday,12,15.6,18,13,5,2,34,0.722,48,31,17,3,0.646
2020-09-27,9,9,5,1.3555555555555554,1.8,41.7,Sunday,9,3,8,8,1,22,15.1,0.375,Sunday,9,12.0,16,9,7,3,34,0.562,48,30,18,3,0.625
2020-09-28,23,22,9,1.3,2.56,50.5,Monday,23,6,11,9,1,22,30.7,0.545,Monday,23,39.5,24,24,0,3,34,1.0,48,31,17,3,0.646
2020-09-29,21,21,9,1.5095238095238095,2.33,50.5,Tuesday,21,6,10,9,0,22,28.2,0.6,Tuesday,21,31.6,21,20,1,4,34,0.952,48,36,12,2,0.75
2020-09-30,16,16,7,1.45,2.29,55.1,Wednesday,16,4,8,7,2,22,22.1,0.5,Wednesday,16,26.7,20,17,3,1,34,0.85,48,30,18,4,0.625
2020-10-01,18,18,9,1.488888888888889,2.0,43.6,Thursday,18,5,11,10,2,22,26.7,0.455,Thursday,18,32.5,20,18,2,1,34,0.9,48,33,15,2,0.688
2020-10-02,19,19,8,1.3210526315789475,2.38,40.4,Friday,19,5,10,9,0,22,29.1,0.5,Friday,19,28.5,22,22,0,3,34,1.0,48,34,14,2,0.708
2020-10-03,17,17,9,1.4588235294117649,1.89,39.1,Saturday,17,5,9,8,0,22,25.7,0.556,Saturday,17,26.9,20,18,2,2,34,0.9,48,33,15,3,0.688
2020-10-04,9,9,6,1.4222222222222223,1.5,39.5,Sunday,9,3,8,8,2,22,11.1,0.375,Sunday,9,17.8,18,9,9,4,34,0.5,48,35,13,2,0.729
2020-10-05,23,23,9,1.6217391304347826,2.56,47.5,Monday,23,6,11,9,1,22,32.8,0.545,Monday,23,39.0,23,22,1,1,34,0.957,48,35,13,2,0.729
2020-10-06,28,28,11,1.4749999999999999,2.55,52.7,Tuesday,28,7,11,9,0,22,39.4,0.636,Tuesday,28,47.5,21,21,0,2,34,1.0,48,35,13,2,0.729
2020-10-07,22,22,7,1.3363636363636362,3.14,47.9,Wednesday,22,6,9,7,2,22,33.2,0.667,Wednesday,22,34.4,19,19,0,4,34,1.0,48,34,14,3,0.708
2020-10-08,19,17,8,1.2947368421052632,2.38,43.7,Thursday,19,5,9,8,2,22,28.9,0.556,Thursday,19,32.1,20,19,1,4,34,0.95,48,34,14,4,0.708
2020-10-09,22,22,11,1.4772727272727273,2.0,41.6,Friday,22,6,11,9,1,22,29.2,0.545,Friday,22,34.2,21,21,0,1,34,1.0,48,31,17,3,0.646
2020-10-10,14,14,7,1.3571428571428572,2.0,42.5,Saturday,14,4,10,9,0,22,20.4,0.4,Saturday,14,21.4,19,16,3,4,34,0.842,48,35,13,3,0.729
2020-10-11,12,12,7,1.3583333333333334,1.71,39.7,Sunday,12,3,9,8,0,22,17.3,0.333,Sunday,12,23.1,18,14,4,1,34,0.778,48,32,16,3,0.667
2020-10-12,31,31,10,1.6,3.1,56.8,Monday,31,8,12,10,1,22,43.1,0.667,Monday,31,51.0,25,25,0,1,34,1.0,48,34,14,4,0.708
2020-10-13,15,15,8,1.4333333333333333,1.88,45.9,Tuesday,15,4,10,9,0,22,23.0,0.4,Tuesday,15,26.7,18,16,2,4,34,0.889,48,36,12,2,0.75
2020-10-14,12,12,6,1.3583333333333334,2.0,44.9,Wednesday,12,3,9,8,1,22,17.5,0.333,Wednesday,12,16.7,18,13,5,1,34,0.722,48,30,18,3,0.625
2020-10-15,20,20,10,1.385,2.0,45.4,Thursday,20,5,10,9,0,22,29.5,0.5,Thursday,20,30.9,19,19,0,2,34,1.0,48,34,14,2,0.708
2020-10-16,15,15,7,1.4666666666666666,2.14,46.9,Friday,15,4,9,8,0,22,22.7,0.444,Friday,15,21.4,19,16,3,1,34,0.842,48,34,14,3,0.708
2020-10-17,8,8,5,1.3625,1.6,36.4,Saturday,8,2,7,7,0,22,13.6,0.286,Saturday,8,12.6,14,10,4,3,34,0.714,48,33,15,2,0.688
2020-10-18,7,7,6,1.5142857142857142,1.17,41.0,Sunday,7,2,8,8,1,22,10.3,0.25,Sunday,7,14.6,17,7,10,1,34,0.412,48,29,19,2,0.604
2020-10-19,16,16,9,1.31875,1.78,41.4,Monday,16,4,10,9,1,22,23.4,0.4,Monday,16,25.2,18,16,2,2,34,0.889,48,35,13,3,0.729
2020-10-20,17,17,7,1.411764705882353,2.43,40.7,Tuesday,17,5,8,7,1,22,24.4,0.625,Tuesday,17,27.6,19,18,1,2,34,0.947,48,37,11,2,0.771
2020-10-21,19,19,9,1.368421052631579,2.11,43.4,Wednesday,19,5,10,9,2,22,25.6,0.5,Wednesday,19,31.4,21,21,0,3,34,1.0,48,35,13,3,0.729
2020-10-22,22,22,9,1.518181818181818,2.44,46.0,Thursday,22,6,10,8,1,22,30.2,0.6,Thursday,22,35.4,22,20,2,2,34,0.909,48,33,15,3,0.688
2020-10-23,17,17,10,1.1823529411764706,1.7,41.4,Friday,17,5,10,9,0,22,23.5,0.5,Friday,17,27.2,18,15,3,1,34,0.833,48,32,16,3,0.667
2020-10-24,13,13,5,1.6076923076923075,2.6,54.5,Saturday,13,4,7,6,2,22,17.5,0.571,Saturday,13,19.9,18,15,3,2,34,0.833,48,32,16,2,0.667
2020-10-25,12,12,6,1.375,2.0,41.6,Sunday,12,3,8,7,2,22,15.6,0.375,Sunday,12,18.9,16,15,1,2,34,0.938,48,31,17,4,0.646
2020-10-26,18,18,8,1.35,2.25,47.2,Monday,18,5,9,8,1,22,28.2,0.556,Monday,18,29.1,18,17,1,2,34,0.944,48,32,16,3,0.667
